"iso3c","year","arr_nr","fdi_ofgdp","std_totald","debts_ratio","res_im","tr_bal_gdp","gdpdefl","gdppc","gdppc_gr","ex_rate","pop","quotash","country_nr","logpop","loggdppc","arrtype","apprdate","prtype","t_access","canc","comments","IMF_program","avg_part_yr","avg_yr_loansize","logavg_yr_loansize","meanv_US","meanv_CHN","el_democr","IM_fromUS","EX_toUS","IM_fromCHN","EX_toCHN","sh_aid","unsc","sumtok_AIV","sumsent_AIV","sumstok_P","sumssent_P","BRI_part"
"COL",2016,728,4.89624405592123,9.3608,33.8348989037122,8.33899436536156,-6.76837442780702,5.14833430514589,7633.38984323017,0.70068863785022,3054.12167321081,48175048,0.429,37,17.6903517686316,8.94028730389007,"FCL","2015-06-17","P1",3870,"Y","Access to the Fund’s FCL will continue to play a significant role in supporting the authorities’ policies in the presence of these downside risks. A successor FCL arrangement, which the authorities intend to continue to treat as precautionary, will provide policy flexibility and serve as a temporary insurance that reinforces market confidence. The authorities intend to phase out the use of the FCL facility as global risks affecting Colombia decrease substantially.”
This arrangement was cancelled on June 13, 2016; at the same time, as a new FCL arrangement was approved.",1,5,1935,7.56786260546388,0.491228070175439,0.684210526315789,0.666,0.8993,0.6424,0.3219,0.1602,0.00891763436426734,0,34904,1068,24705,707,NA
"COL",2017,740,4.43649182871208,10.3776,41.6486964386969,7.83941597424886,-4.99233544565771,5.13373589963346,7620.91617187225,-0.163409332080448,2951.3274023476,48909844,0.429,37,17.7054892429787,8.93865187398251,"FCL","2016-06-13","P1",8180,"Y","The Executive Board approved a successor two-year arrangement for Colombia under the Flexible Credit Line (FCL) in an amount equivalent to SDR 8.18 billion (about US$11.5 billion) and canceled the previous arrangement (SDR 3.87 billion, about US$5.4 billion). The Colombian authorities stated their intention to treat the new arrangement as precautionary and do not intend to draw on it.
The Acting Chairman of the Board, issued the following statement: “Colombia has a track record of very strong policy frameworks, including an inflation-targeting regime, a flexible exchange rate, effective financial sector supervision and regulation, and a fiscal policy guided by a structural balance rule. The authorities are firmly committed to maintaining these policies and undertaking further initiatives to strengthen the resilience of the economy and boost competitiveness and growth.
The FCL was cancelled with a successor two-year FCL on 5/25/2018.",1,5,2726.66666666667,7.91083514092868,0.302325581395349,0.689922480620155,0.66,0.8652,0.5873,0.3287,0.2107,0.00930554650469955,0,26617,832,16177,437,NA
"COL",2018,769,3.45809188974612,11.2379,40.5917334840289,6.96957686833722,-4.77406633932801,4.48347809655093,7694.42733302471,0.964597424962776,2955.70396997842,49661056,0.429,37,17.7207316024175,8.94825162284407,"FCL","2018-05-25","P1",7848,"Y","The Executive Board approved on 25 May 2018 a successor two-year arrangement for Colombia under the Flexible Credit Line (FCL) in an amount equivalent to SDR 7.848 billion (about US$11.4 billion) and canceled the previous arrangement in the amount of SDR 8.18 billion.
Notice that the FCL has no ex-post conditionality nor traditional PC. The authorities will continue treating the arrangement as precatuionary so there is no expectation of purchases. 

On May 1st, 2020, the authorities are requesting a two-year FCL arrangement for 384 percent of quota (SDR 7.8496 billion), which they intend to treat as precautionary, and are notifying the Fund of the cancellation of the current arrangement (SDR 7.848 billion) which expires on May 24, 2020.",1,5,3924,8.27486682068525,0.215789473684211,0.742105263157895,0.649,0.9102,0.548,0.3504,0.2765,0.00927492246565849,0,29901,893,27691,710,NA
"COL",2018,740,3.45809188974612,11.2379,40.5917334840289,6.96957686833722,-4.77406633932801,4.48347809655093,7694.42733302471,0.964597424962776,2955.70396997842,49661056,0.429,37,17.7207316024175,8.94825162284407,"FCL","2016-06-13","P1",8180,"Y","The Executive Board approved a successor two-year arrangement for Colombia under the Flexible Credit Line (FCL) in an amount equivalent to SDR 8.18 billion (about US$11.5 billion) and canceled the previous arrangement (SDR 3.87 billion, about US$5.4 billion). The Colombian authorities stated their intention to treat the new arrangement as precautionary and do not intend to draw on it.
The Acting Chairman of the Board, issued the following statement: “Colombia has a track record of very strong policy frameworks, including an inflation-targeting regime, a flexible exchange rate, effective financial sector supervision and regulation, and a fiscal policy guided by a structural balance rule. The authorities are firmly committed to maintaining these policies and undertaking further initiatives to strengthen the resilience of the economy and boost competitiveness and growth.
The FCL was cancelled with a successor two-year FCL on 5/25/2018.",1,5,2726.66666666667,7.91083514092868,0.215789473684211,0.742105263157895,0.649,0.9102,0.548,0.3504,0.2765,0.00927492246565849,0,29901,893,27691,710,NA
"COL",2019,769,4.42305771587664,11.4844,32.3798524359702,7.6134037928685,-6.11394757318436,4.28800102192386,7838.20971410357,1.86865603969967,3280.83163119763,50339443,0.429,37,17.7342994828506,8.96676573447507,"FCL","2018-05-25","P1",7848,"Y","The Executive Board approved on 25 May 2018 a successor two-year arrangement for Colombia under the Flexible Credit Line (FCL) in an amount equivalent to SDR 7.848 billion (about US$11.4 billion) and canceled the previous arrangement in the amount of SDR 8.18 billion.
Notice that the FCL has no ex-post conditionality nor traditional PC. The authorities will continue treating the arrangement as precatuionary so there is no expectation of purchases. 

On May 1st, 2020, the authorities are requesting a two-year FCL arrangement for 384 percent of quota (SDR 7.8496 billion), which they intend to treat as precautionary, and are notifying the Fund of the cancellation of the current arrangement (SDR 7.848 billion) which expires on May 24, 2020.",1,5,3924,8.27486682068525,NA,NA,0.628,NA,NA,NA,NA,0.0111466164293294,0,NA,NA,NA,NA,NA
"COM",2011,621,2.25967674144231,1.6951,3.80520271470168,6.00317992094075,-20.0881646920873,3.08890642468089,1337.73836893032,1.6133337948125,353.436469289203,706569,0.00373,38,13.4681761408814,7.19873568265189,"PRGF","2009-09-21","P1",13.57,"N","At completion of the third review, the arrangement was extended through end-December 2013, at the same time, the disbursement schedule and completion dates of reviews were revised. The fifth review was approved on lapse-of-time basis.
PR/13/509 issued on 12/13/2013: “The authorities are to be commended for significant progress in implementing their Fund-supported adjustment program. As the financing arrangement under the Extended Credit Facility draws to a close, structural reforms have advanced and the main macroeconomic objectives have been achieved. Growth with low inflation has been sustained, and the fiscal position has strengthened. Looking ahead, it will be important to safeguard macroeconomic stability and further reduce poverty through prudent policies and continued reforms.""",1,5,4.52333333333333,1.50924918517867,0.393939393939394,0.737373737373737,0.563,1e-04,1e-04,4e-04,0,1.3909379879329e-05,0,36881,1199,NA,NA,NA
"COM",2012,621,1.02133830669436,1.6349,13.1986815735188,7.15467027683093,-22.9186804598647,4.23828910854473,1347.55168235907,0.73357493936517,382.917253840688,723871,0.00373,38,13.4923684786969,7.20604465630299,"PRGF","2009-09-21","P1",13.57,"N","At completion of the third review, the arrangement was extended through end-December 2013, at the same time, the disbursement schedule and completion dates of reviews were revised. The fifth review was approved on lapse-of-time basis.
PR/13/509 issued on 12/13/2013: “The authorities are to be commended for significant progress in implementing their Fund-supported adjustment program. As the financing arrangement under the Extended Credit Facility draws to a close, structural reforms have advanced and the main macroeconomic objectives have been achieved. Growth with low inflation has been sustained, and the fiscal position has strengthened. Looking ahead, it will be important to safeguard macroeconomic stability and further reduce poverty through prudent policies and continued reforms.""",1,4,4.52333333333333,1.50924918517867,0.282608695652174,0.804347826086957,0.563,1e-04,1e-04,7e-04,0,8.96694988240002e-06,0,NA,NA,NA,NA,NA
"COM",2013,621,0.379103460062536,1.0882,0.541588419712518,NA,-21.1465208463832,1.71941431991975,1374.7011391203,2.01472471272537,370.424717889178,741505,0.00373,38,13.5164371836257,7.22599163310895,"PRGF","2009-09-21","P1",13.57,"N","At completion of the third review, the arrangement was extended through end-December 2013, at the same time, the disbursement schedule and completion dates of reviews were revised. The fifth review was approved on lapse-of-time basis.
PR/13/509 issued on 12/13/2013: “The authorities are to be commended for significant progress in implementing their Fund-supported adjustment program. As the financing arrangement under the Extended Credit Facility draws to a close, structural reforms have advanced and the main macroeconomic objectives have been achieved. Growth with low inflation has been sustained, and the fiscal position has strengthened. Looking ahead, it will be important to safeguard macroeconomic stability and further reduce poverty through prudent policies and continued reforms.""",1,3,4.52333333333333,1.50924918517867,0.262295081967213,0.770491803278688,0.582,2e-04,1e-04,0.0014,0,6.90107334279486e-06,0,37837,1064,157008,4839,NA
"COM",2014,NA,0.407499042659432,1.1284,0.591865638475941,6.07988035631504,-19.8828788409093,0.841613609053212,1370.51335535565,-0.304632304831813,370.317997406484,759390,0.00373,38,13.5402707584024,7.22294066057362,NA,NA,NA,NA,NA,NA,0,2,NA,NA,0.425,0.65,0.595,2e-04,1e-04,0.0017,0,1.71505448601481e-05,0,NA,NA,NA,NA,NA
"COM",2015,NA,0.511029869751772,1.1282,7.24707079946107,8.96697419041538,-17.532555457504,-0.492155633152137,1353.6634014541,-1.22946294800487,443.408773486957,777424,0.00373,38,13.5637411690616,7.21056982689075,NA,NA,NA,NA,NA,NA,0,1,NA,NA,0.243589743589744,0.717948717948718,0.488,1e-04,1e-04,0.002,0,2.9367606763745e-05,0,32533,1041,NA,NA,NA
"COM",2016,NA,0.352458386935672,0.7955,5.54648763813543,7.08079906543664,-15.7870885620414,1.71475697388566,1366.67572123857,0.961267015898741,444.454211297266,795592,0.00373,38,13.5868417706072,7.22013658929886,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.43859649122807,0.728070175438597,0.464,1e-04,1e-04,0.0023,0,2.90028454905321e-05,0,31255,1115,NA,NA,NA
"COM",2017,NA,0.363776567833376,0.5588,2.98082051223683,8.09775360348595,-16.3617260244194,0.402552901358931,1386.92236846489,1.48145217711017,435.492562190893,813892,0.00373,38,13.6095829580495,7.2348424479228,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.337209302325581,0.63953488372093,0.447,1e-04,2e-04,0.003,0,3.33840408022191e-05,0,NA,NA,NA,NA,NA
"COM",2018,NA,0.481306753464637,0.4368,4.8205275820259,6.67439551749471,-16.5985685129889,1.16280654817258,1402.74035543881,1.14050990405651,416.584843798669,832322,0.00373,38,13.6319746641615,7.24618299914055,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.226315789473684,0.721052631578947,0.442,2e-04,1e-04,0.0032,0,3.15958652843319e-05,0,39352,1182,NA,NA,NA
"COM",2019,NA,0.315425929048932,0.5233,5.14921402087759,6.84217488546573,-16.4565333338704,2.32363822845601,1399.38853793637,-0.238947820204075,439.463110317867,850886,0.00373,38,13.6540334385351,7.24379066157965,NA,NA,NA,NA,NA,NA,0,1,NA,NA,0.21978021978022,NA,0.394,NA,NA,NA,NA,3.48207050349963e-05,0,NA,NA,NA,NA,NA
"CPV",2011,655,5.47968971831322,0,4.74452231715688,2.78274765049762,-28.8106704794354,2.67641090615125,3468.66705505948,2.67629883828522,79.2768814761183,498856,0.0047,39,13.1200727559329,8.15152566515392,"PSI","2010-11-22","P1",0,"N","Following the expiration of their previous PSI, the authorities have requested a 15-month PSI supported program, which will allow the new government to assess the form of its future engagement with the Fund after elections in 2011. 
The first review was approved on lapse-of-time basis. The
missed target and assessment criteria reflect temporary and minor factors, and the program remains on track.",1,4,0,-Inf,0.414141414141414,0.777777777777778,0.779,8e-04,1e-04,0.0026,0,0.00050238478292949,0,NA,NA,22608,776,0
"CPV",2012,655,7.3492504239475,0,4.53406522726793,3.50891227042758,-19.4135333103105,0.552996041071836,3461.92665130578,-0.194322592704921,86.3189541847042,505235,0.0047,39,13.132778946552,8.14958054871384,"PSI","2010-11-22","P1",0,"N","Following the expiration of their previous PSI, the authorities have requested a 15-month PSI supported program, which will allow the new government to assess the form of its future engagement with the Fund after elections in 2011. 
The first review was approved on lapse-of-time basis. The
missed target and assessment criteria reflect temporary and minor factors, and the program remains on track.",1,3,0,-Inf,0.326086956521739,0.75,0.779,5e-04,2e-04,0.0028,0,0.000121307785169472,0,NA,NA,26825,929,0
"CPV",2013,NA,4.82566277478015,0,4.5762142446876,4.61046250066902,-14.3542030955976,1.42841089006069,3445.30537729537,-0.480116296055641,83.0725,511748,0.0047,39,13.1455875953576,8.14476782314625,NA,NA,NA,NA,NA,NA,0,2,NA,NA,0.172131147540984,0.877049180327869,0.792,6e-04,1e-04,0.0028,0,0.000152677150088304,0,NA,NA,NA,NA,0
"CPV",2014,NA,9.70965857140807,0,4.77824364903538,4.57072732585862,-20.3241603724313,-0.146774193924387,3422.74880170376,-0.654704681340107,83.0345,518269,0.0047,39,13.1582496914687,8.1381992504163,NA,NA,NA,NA,NA,NA,0,1,NA,NA,0.2875,0.775,0.792,4e-04,1e-04,0.0022,0,0.000209396742964109,0,37440,1259,NA,NA,0
"CPV",2015,NA,6.0164989704187,0,6.22653397691234,6.07268158874077,-14.2512043622666,1.73626616382883,3414.55798421071,-0.239305247553261,99.3856935425685,524743,0.0047,39,13.1706638979083,8.13580333001438,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.224358974358974,0.762820512820513,0.792,5e-04,1e-04,0.0019,0,0.000274269941094005,0,NA,NA,NA,NA,0
"CPV",2016,NA,7.59543634909235,0,5.90718968888539,6.33870981346663,-15.7324837249048,-0.231686786767426,3532.14021000002,3.44355627677196,99.6881136363636,531146,0.005,39,13.1827922153505,8.16965925799144,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.478070175438596,0.697368421052632,0.788,6e-04,2e-04,0.0023,0,0.000451857199947766,0,31225,1108,NA,NA,0
"CPV",2017,NA,6.31215056714699,0,6.14104160448345,5.83165192442221,-21.4575405746935,0.685148381163842,3619.62102216948,2.47670836853513,97.8069377715121,537497,0.005,39,13.194678457573,8.194124609331,NA,NA,NA,NA,NA,NA,0,1,NA,NA,0.294573643410853,0.689922480620155,0.779,6e-04,2e-04,0.0031,0,0.000552587936932334,0,NA,NA,NA,NA,0
"CPV",2018,NA,5.48932432862869,0,5.61087518348539,5.13671821768601,-18.8125453256931,1.52382750942139,3740.00407706064,3.32584693684328,93.4135789085279,543767,0.005,39,13.2062761252641,8.22684198053115,NA,NA,NA,NA,NA,NA,0,2,NA,NA,0.178947368421053,0.757894736842105,0.758,5e-04,1e-04,0.0031,0,0.00025236616444514,0,33022,1040,NA,NA,1
"CPV",2019,783,5.31332361833688,0.003,5.91187392638148,6.46233309835278,-14.4856761961412,0.562980567957709,3907.65337200972,4.48259658264438,98.4951785878976,549935,0.005,39,13.2175553684065,8.27069231219962,"PCI","2019-07-15","P1",0,"N",NA,1,3,0,-Inf,NA,NA,0.768,NA,NA,NA,NA,3.82719306494282e-05,0,NA,NA,NA,NA,1
"CRI",2011,NA,6.46733166515868,27.3588,11.2949185238754,3.35870933113928,-3.73790295839048,4.54839186938216,8390.47907109648,3.05291815906349,505.664239919355,4633086,0.078,40,15.348733726713,9.03485289808097,NA,NA,NA,NA,NA,NA,0,2,NA,NA,0.454545454545455,0.787878787878788,0.912,0.4116,0.458,0.0466,0.2205,0.000230246631023989,0,23174,664,13425,472,0
"CRI",2012,NA,5.80183712641694,20.2895,14.8241438600905,4.50750813990793,-3.80539911237294,4.35587301579325,8689.96516770511,3.56935633914281,502.901461981567,4688000,0.078,40,15.360516610239,9.06992420993208,NA,NA,NA,NA,NA,NA,0,1,NA,NA,0.347826086956522,0.760869565217391,0.911,0.4684,0.5296,0.044,0.2899,0.000250498221287434,0,NA,NA,NA,NA,0
"CRI",2013,NA,6.44362106587432,14.0705,20.4653624598733,4.65835554262279,-2.95233972942989,4.0132442047469,8785.74138466674,1.10214730569425,499.766832565284,4742107,0.078,40,15.3719921096718,9.08088538916815,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.213114754098361,0.852459016393443,0.912,0.4579,0.5258,0.042,0.244,0.000238750150179163,0,31409,854,NA,NA,0
"CRI",2014,NA,6.41022687906809,11.899,20.4919419875029,4.36844466427643,-2.53553789543471,5.79755194321965,8993.5260018404,2.36502086820241,538.317200279058,4795396,0.078,40,15.3831668489167,9.1042602643453,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.26875,0.79375,0.909,0.4299,0.4051,0.0474,0.2137,0.00027459556248404,0,NA,NA,NA,NA,0
"CRI",2015,NA,5.39565134139048,11.0392,15.8448028421587,4.73758461985225,-0.868415444230909,3.77691473758637,9219.38970070256,2.51140318953809,534.565769969278,4847804,0.078,40,15.3940363768711,9.12906412137742,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.25,0.75,0.909,0.4048,0.2039,0.0585,0.0492,0.000269210973611063,0,45807,1108,NA,NA,0
"CRI",2016,NA,4.58454781040966,9.9943,14.8848622762542,4.37435530096995,0.263489739029056,2.00347227015865,9509.73818938105,3.1493243924418,544.73936722902,4899345,0.077,40,15.4046120806764,9.16007162512694,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.495614035087719,0.679824561403509,0.907,0.4042,0.2036,0.0713,0.0439,0.000423707211413446,0,48071,1117,NA,NA,0
"CRI",2017,NA,4.90568344691651,9.9095,14.9266807584513,3.81133871627382,-0.28659827594445,2.63184831864771,9775.85087831526,2.7983177205799,567.51309030978,4949954,0.077,40,15.4148888415724,9.18767042744021,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.306201550387597,0.678294573643411,0.899,0.3976,0.2007,0.0661,0.0429,0.000359262508839662,0,34241,859,NA,NA,0
"CRI",2018,NA,4.56436064485217,11.8775,16.1801843115907,3.84206151025382,0.263660493847355,2.54095145370013,9936.58452751182,1.64419088626954,576.97250124808,4999441,0.077,40,15.4248366641483,9.20397863170132,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.226315789473684,0.752631578947368,0.895,0.3902,0.1971,0.0667,0.0364,0.000494133838873405,0,NA,NA,NA,NA,1
"CRI",2019,NA,4.05343701061339,9.2382,14.4354380181798,4.54970904629397,1.56403582817188,1.76540524290094,10046.9400015886,1.11059764822818,587.294595686124,5047561,0.077,40,15.4344157142868,9.21502338967068,NA,NA,NA,NA,NA,NA,0,1,NA,NA,0.208791208791209,NA,0.899,NA,NA,NA,NA,0.000647210336306474,0,NA,NA,NA,NA,1
"CYP",2011,NA,146.726545596933,NA,NA,0.377934412802076,-3.82672694632181,1.61710657996737,30363.5100539824,-2.12782353234644,NA,1124833,0.066,41,13.9331451381572,10.320996839253,NA,NA,NA,NA,NA,NA,0,3,NA,NA,0.590909090909091,0.671717171717172,0.864,0.0066,0.001,0.0592,0.0015,0.000271734525760831,0,24037,737,NA,NA,0
"CYP",2011,NA,146.726545596933,NA,NA,0.377934412802076,-3.82672694632181,1.61710657996737,30363.5100539824,-2.12782353234644,NA,1124833,0.066,41,13.9331451381572,10.320996839253,NA,NA,NA,NA,NA,NA,0,3,NA,NA,0.590909090909091,0.671717171717172,0.864,0.0066,0.001,0.0592,0.0015,0.000271734525760831,0,24037,737,NA,NA,0
"CYP",2012,NA,280.131833140986,NA,NA,0.429691428148893,-1.91308197198085,1.6752701237629,28873.6258339319,-4.90682472942576,NA,1135046,0.066,41,13.9421837367107,10.2706838565248,NA,NA,NA,NA,NA,NA,0,3,NA,NA,0.516304347826087,0.614130434782609,0.861,0.0108,0.0013,0.0534,0.0066,0.000201207469913477,0,NA,NA,NA,NA,0
"CYP",2012,NA,280.131833140986,NA,NA,0.429691428148893,-1.91308197198085,1.6752701237629,28873.6258339319,-4.90682472942576,NA,1135046,0.066,41,13.9421837367107,10.2706838565248,NA,NA,NA,NA,NA,NA,0,3,NA,NA,0.516304347826087,0.614130434782609,0.861,0.0108,0.0013,0.0534,0.0066,0.000201207469913477,0,NA,NA,NA,NA,0
"CYP",2013,698,108.641707259097,NA,NA,0.313539256644856,1.5804641375558,-0.945904602145504,27044.3091115132,-6.3355975205196,NA,1143866,0.066,41,13.9499243111942,10.2052318780932,"EFF","2013-05-15","P1",891,"Y","The authorities’ program will be supported by a three-year EFF arrangement for SDR 891 million (about €1 billion), or 563 percent of quota. Cyprus faces sizable balance of payments financing needs that are medium-term in nature, in particular pressures on the capital account, the need for rollover of external debt, and a current account deficit.
The EFF arrangement is part of a combined financing package with the European Stability Mechanism (ESM) amounting to €10 billion. It is intended to stabilize the country’s financial system, achieve fiscal sustainability, and support the recovery of economic activity to preserve the welfare of the population.
At R1, ""The Cypriot authorities have made commendable progress in implementing near-term stabilization policies. They remain committed to taking further steps to restore financial stability and the sustainability of public finances to support long-run growth."" (PR/13/344).
At the conclusion of the joint 5th, 6th, and 7th reviews, the Executive Board also approved a revised schedule of future disbursements and reviews, given the delay in concluding the current ones. Conclusion of the eighth review is now expected to take place during September 2015, with two more reviews following on a quarterly basis.
On March 7, Cyprus' authorities informed the IMF that they were cancelling the EFF arrangement effective this day. (See Press Release 16/94).",1,3,222.75,5.40605006635092,0.450819672131148,0.647540983606557,0.863,0.0091,0.0019,0.044,0.0027,0.000121119118008566,0,NA,NA,191708,5376,0
"CYP",2013,698,108.641707259097,NA,NA,0.313539256644856,1.5804641375558,-0.945904602145504,27044.3091115132,-6.3355975205196,NA,1143866,0.066,41,13.9499243111942,10.2052318780932,"EFF","2013-05-15","P1",891,"Y","The authorities’ program will be supported by a three-year EFF arrangement for SDR 891 million (about €1 billion), or 563 percent of quota. Cyprus faces sizable balance of payments financing needs that are medium-term in nature, in particular pressures on the capital account, the need for rollover of external debt, and a current account deficit.
The EFF arrangement is part of a combined financing package with the European Stability Mechanism (ESM) amounting to €10 billion. It is intended to stabilize the country’s financial system, achieve fiscal sustainability, and support the recovery of economic activity to preserve the welfare of the population.
At R1, ""The Cypriot authorities have made commendable progress in implementing near-term stabilization policies. They remain committed to taking further steps to restore financial stability and the sustainability of public finances to support long-run growth."" (PR/13/344).
At the conclusion of the joint 5th, 6th, and 7th reviews, the Executive Board also approved a revised schedule of future disbursements and reviews, given the delay in concluding the current ones. Conclusion of the eighth review is now expected to take place during September 2015, with two more reviews following on a quarterly basis.
On March 7, Cyprus' authorities informed the IMF that they were cancelling the EFF arrangement effective this day. (See Press Release 16/94).",1,3,222.75,5.40605006635092,0.450819672131148,0.647540983606557,0.863,0.0091,0.0019,0.044,0.0027,0.000121119118008566,0,NA,NA,191708,5376,0
"CYP",2014,698,223.428396670907,NA,NA,0.289626790504044,0.938516861662953,-1.33377854658193,26834.011569903,-0.777603675298437,NA,1152285,0.066,41,13.957257485474,10.1974254503161,"EFF","2013-05-15","P1",891,"Y","The authorities’ program will be supported by a three-year EFF arrangement for SDR 891 million (about €1 billion), or 563 percent of quota. Cyprus faces sizable balance of payments financing needs that are medium-term in nature, in particular pressures on the capital account, the need for rollover of external debt, and a current account deficit.
The EFF arrangement is part of a combined financing package with the European Stability Mechanism (ESM) amounting to €10 billion. It is intended to stabilize the country’s financial system, achieve fiscal sustainability, and support the recovery of economic activity to preserve the welfare of the population.
At R1, ""The Cypriot authorities have made commendable progress in implementing near-term stabilization policies. They remain committed to taking further steps to restore financial stability and the sustainability of public finances to support long-run growth."" (PR/13/344).
At the conclusion of the joint 5th, 6th, and 7th reviews, the Executive Board also approved a revised schedule of future disbursements and reviews, given the delay in concluding the current ones. Conclusion of the eighth review is now expected to take place during September 2015, with two more reviews following on a quarterly basis.
On March 7, Cyprus' authorities informed the IMF that they were cancelling the EFF arrangement effective this day. (See Press Release 16/94).",1,4,222.75,5.40605006635092,0.4625,0.625,0.863,0.0094,0.0027,0.0443,0.0032,0.000135888898583753,0,34170,971,117392,3120,0
"CYP",2014,698,223.428396670907,NA,NA,0.289626790504044,0.938516861662953,-1.33377854658193,26834.011569903,-0.777603675298437,NA,1152285,0.066,41,13.957257485474,10.1974254503161,"EFF","2013-05-15","P1",891,"Y","The authorities’ program will be supported by a three-year EFF arrangement for SDR 891 million (about €1 billion), or 563 percent of quota. Cyprus faces sizable balance of payments financing needs that are medium-term in nature, in particular pressures on the capital account, the need for rollover of external debt, and a current account deficit.
The EFF arrangement is part of a combined financing package with the European Stability Mechanism (ESM) amounting to €10 billion. It is intended to stabilize the country’s financial system, achieve fiscal sustainability, and support the recovery of economic activity to preserve the welfare of the population.
At R1, ""The Cypriot authorities have made commendable progress in implementing near-term stabilization policies. They remain committed to taking further steps to restore financial stability and the sustainability of public finances to support long-run growth."" (PR/13/344).
At the conclusion of the joint 5th, 6th, and 7th reviews, the Executive Board also approved a revised schedule of future disbursements and reviews, given the delay in concluding the current ones. Conclusion of the eighth review is now expected to take place during September 2015, with two more reviews following on a quarterly basis.
On March 7, Cyprus' authorities informed the IMF that they were cancelling the EFF arrangement effective this day. (See Press Release 16/94).",1,4,222.75,5.40605006635092,0.4625,0.625,0.863,0.0094,0.0027,0.0443,0.0032,0.000135888898583753,0,34170,971,117392,3120,0
"CYP",2015,698,145.952736550772,NA,NA,0.215889293477551,2.61619365152872,-0.595868992889848,27897.9581709968,3.96491817230545,NA,1160985,0.066,41,13.9647793406999,10.2363087812961,"EFF","2013-05-15","P1",891,"Y","The authorities’ program will be supported by a three-year EFF arrangement for SDR 891 million (about €1 billion), or 563 percent of quota. Cyprus faces sizable balance of payments financing needs that are medium-term in nature, in particular pressures on the capital account, the need for rollover of external debt, and a current account deficit.
The EFF arrangement is part of a combined financing package with the European Stability Mechanism (ESM) amounting to €10 billion. It is intended to stabilize the country’s financial system, achieve fiscal sustainability, and support the recovery of economic activity to preserve the welfare of the population.
At R1, ""The Cypriot authorities have made commendable progress in implementing near-term stabilization policies. They remain committed to taking further steps to restore financial stability and the sustainability of public finances to support long-run growth."" (PR/13/344).
At the conclusion of the joint 5th, 6th, and 7th reviews, the Executive Board also approved a revised schedule of future disbursements and reviews, given the delay in concluding the current ones. Conclusion of the eighth review is now expected to take place during September 2015, with two more reviews following on a quarterly basis.
On March 7, Cyprus' authorities informed the IMF that they were cancelling the EFF arrangement effective this day. (See Press Release 16/94).",1,4,222.75,5.40605006635092,0.480769230769231,0.583333333333333,0.866,0.0067,0.0014,0.0259,0.003,4.96371324335767e-05,0,NA,NA,76466,2293,0
"CYP",2015,698,145.952736550772,NA,NA,0.215889293477551,2.61619365152872,-0.595868992889848,27897.9581709968,3.96491817230545,NA,1160985,0.066,41,13.9647793406999,10.2363087812961,"EFF","2013-05-15","P1",891,"Y","The authorities’ program will be supported by a three-year EFF arrangement for SDR 891 million (about €1 billion), or 563 percent of quota. Cyprus faces sizable balance of payments financing needs that are medium-term in nature, in particular pressures on the capital account, the need for rollover of external debt, and a current account deficit.
The EFF arrangement is part of a combined financing package with the European Stability Mechanism (ESM) amounting to €10 billion. It is intended to stabilize the country’s financial system, achieve fiscal sustainability, and support the recovery of economic activity to preserve the welfare of the population.
At R1, ""The Cypriot authorities have made commendable progress in implementing near-term stabilization policies. They remain committed to taking further steps to restore financial stability and the sustainability of public finances to support long-run growth."" (PR/13/344).
At the conclusion of the joint 5th, 6th, and 7th reviews, the Executive Board also approved a revised schedule of future disbursements and reviews, given the delay in concluding the current ones. Conclusion of the eighth review is now expected to take place during September 2015, with two more reviews following on a quarterly basis.
On March 7, Cyprus' authorities informed the IMF that they were cancelling the EFF arrangement effective this day. (See Press Release 16/94).",1,4,222.75,5.40605006635092,0.480769230769231,0.583333333333333,0.866,0.0067,0.0014,0.0259,0.003,4.96371324335767e-05,0,NA,NA,76466,2293,0
